HistoryID,PersonID,CaseID,ArrestStatus,Convicted,SentenceYears,RepeatOffender
55,513362,4285,Bail,True,20,True
56,513362,3478,Absconding,False,0,True
57,513362,1155,Bail,False,0,True
58,513362,1333,Bail,True,2,True
59,513362,2001,Bail,True,19,True
60,521136,2833,Unknown,True,3,True
61,521136,2063,Absconding,False,0,True
62,521136,4071,Arrested,False,0,True
63,521136,1771,Bail,True,18,True
64,521136,550,Unknown,True,4,True
65,521136,968,Absconding,True,16,True
66,521081,1412,Arrested,False,0,False
67,521081,653,Absconding,False,0,False
68,506493,731,Arrested,False,0,False
69,506892,4287,Absconding,True,18,False
70,506892,3781,Bail,True,6,False
71,507753,103,Absconding,False,0,True
72,507753,4993,Absconding,False,0,True
73,507753,1241,Unknown,True,4,True
74,508615,1709,Arrested,False,0,True
75,508615,2912,Unknown,True,5,True
76,508615,3372,Bail,False,0,True
77,506650,3363,Unknown,False,0,False
78,502228,179,Unknown,False,0,True
79,502228,2674,Bail,True,4,True
80,502228,3365,Absconding,False,0,True
81,502228,1140,Bail,False,0,True
82,502228,337,Unknown,False,0,True
83,512061,3775,Bail,True,5,True
84,512061,1514,Unknown,False,0,True
85,512061,4951,Arrested,True,6,True
86,512061,4954,Bail,False,0,True
87,512061,527,Absconding,True,10,True
88,519123,2470,Unknown,False,0,True
89,519123,3439,Absconding,False,0,True
90,519123,3052,Unknown,False,0,True
91,519123,2223,Arrested,False,0,True
92,509623,1640,Absconding,False,0,False
93,512280,1838,Arrested,False,0,True
94,512280,4399,Absconding,True,14,True
95,512280,2802,Absconding,True,14,True
96,512280,4730,Absconding,False,0,True
97,512280,3627,Bail,True,14,True
98,512280,1211,Unknown,True,10,True
99,516448,3141,Unknown,True,15,True
100,516448,4066,Arrested,True,16,True
101,516448,3746,Absconding,False,0,True
102,500424,2329,Bail,True,17,True
103,500424,380,Bail,True,13,True
104,500424,4370,Absconding,False,0,True
105,500424,4944,Unknown,False,0,True
106,500424,1128,Absconding,True,6,True
107,500424,2485,Unknown,True,15,True
108,514338,3054,Bail,True,3,True
109,514338,1922,Bail,True,10,True
110,514338,184,Unknown,True,7,True
111,514338,491,Arrested,False,0,True
112,522164,4446,Absconding,False,0,True
113,522164,3253,Arrested,True,3,True
114,522164,800,Arrested,False,0,True
115,522164,1680,Bail,True,11,True
116,522164,4380,Arrested,False,0,True
117,519840,3133,Bail,False,0,False
118,512457,2633,Absconding,True,11,False
119,510278,4692,Arrested,False,0,False
120,510278,1825,Unknown,False,0,False
121,523086,1676,Bail,False,0,True
122,523086,894,Bail,True,17,True
123,523086,459,Absconding,True,5,True
124,523086,4504,Absconding,True,11,True
125,501806,1643,Unknown,True,4,True
126,501806,3143,Unknown,True,13,True
127,501806,2199,Bail,True,3,True
128,501806,3283,Bail,True,5,True
129,501806,3486,Bail,False,0,True
130,502791,2448,Bail,True,6,False
131,502791,654,Unknown,True,14,False
132,524428,4745,Arrested,True,10,True
133,524428,2942,Absconding,False,0,True
134,524428,2830,Absconding,True,7,True
135,517717,4227,Absconding,False,0,True
136,517717,617,Unknown,False,0,True
137,517717,82,Arrested,True,5,True
138,504973,4713,Unknown,False,0,True
139,504973,2224,Bail,True,19,True
140,504973,1247,Unknown,False,0,True
141,504973,397,Unknown,True,6,True
142,507614,768,Bail,True,15,True
143,507614,4760,Unknown,True,4,True
144,507614,3994,Absconding,True,9,True
145,507614,3056,Absconding,False,0,True
146,517239,4351,Unknown,False,0,False
147,513571,921,Unknown,False,0,True
148,513571,4965,Absconding,True,9,True
149,513571,2039,Absconding,False,0,True
150,513571,1832,Unknown,True,17,True
151,513571,751,Bail,True,4,True
152,507947,2219,Unknown,False,0,True
153,507947,4632,Bail,False,0,True
154,507947,270,Absconding,True,16,True
155,507947,3032,Arrested,False,0,True
156,507947,196,Unknown,False,0,True
157,505101,2584,Bail,True,2,True
158,505101,4170,Absconding,False,0,True
159,505101,351,Arrested,False,0,True
160,505101,4965,Absconding,True,7,True
161,523949,2099,Unknown,True,19,True
162,523949,4990,Arrested,False,0,True
163,523949,3829,Bail,False,0,True
164,523949,337,Unknown,True,2,True
165,523949,2072,Arrested,False,0,True
166,523949,4468,Absconding,False,0,True
167,521183,1967,Bail,True,10,False
168,500734,2225,Arrested,False,0,False
169,518405,1487,Unknown,True,2,True
170,518405,4276,Bail,True,1,True
171,518405,482,Arrested,False,0,True
172,518405,1356,Unknown,False,0,True
173,518405,3752,Unknown,True,17,True
174,503849,3780,Absconding,False,0,False
175,503849,3620,Bail,False,0,False
176,522715,4271,Absconding,False,0,False
177,522715,403,Bail,True,20,False
178,509889,190,Arrested,True,1,True
179,509889,3036,Bail,True,2,True
180,509889,2599,Absconding,True,4,True
181,509889,3712,Absconding,True,11,True
182,509889,3983,Arrested,True,9,True
183,504406,3594,Absconding,True,13,True
184,504406,4798,Bail,True,6,True
185,504406,2844,Bail,False,0,True
186,504406,4685,Absconding,False,0,True
187,504406,3072,Arrested,True,15,True
188,522684,2281,Bail,False,0,False
189,522684,3385,Absconding,False,0,False
190,503353,2172,Absconding,False,0,True
191,503353,1519,Bail,False,0,True
192,503353,2324,Bail,True,4,True
193,503353,3561,Bail,False,0,True
194,515192,605,Absconding,False,0,False
195,515695,4067,Absconding,True,4,True
196,515695,1038,Unknown,True,5,True
197,515695,4954,Bail,True,17,True
198,519947,1809,Absconding,True,9,True
199,519947,4038,Absconding,False,0,True
200,519947,29,Unknown,False,0,True
201,519947,379,Unknown,False,0,True
202,514355,4785,Unknown,False,0,False
203,521743,530,Arrested,True,6,True
204,521743,3841,Absconding,True,4,True
205,521743,3442,Absconding,False,0,True
206,521743,1952,Arrested,False,0,True
207,518354,2010,Unknown,True,2,False
208,518354,3894,Bail,True,11,False
209,517581,2725,Bail,True,9,True
210,517581,3895,Absconding,True,14,True
211,517581,799,Absconding,True,4,True
212,517581,2446,Absconding,True,9,True
213,522489,2914,Arrested,False,0,True
214,522489,2972,Unknown,False,0,True
215,522489,544,Arrested,True,14,True
216,522489,4603,Arrested,False,0,True
217,522489,2211,Absconding,False,0,True
218,514093,4003,Arrested,False,0,False
219,520524,2886,Absconding,True,5,False
220,503493,850,Arrested,False,0,True
221,503493,2011,Absconding,True,3,True
222,503493,1425,Bail,True,8,True
223,519350,71,Arrested,True,7,True
224,519350,2838,Arrested,False,0,True
225,519350,462,Arrested,False,0,True
226,519350,2210,Absconding,False,0,True
227,519350,3751,Unknown,False,0,True
228,515658,3079,Absconding,False,0,True
229,515658,3570,Unknown,True,10,True
230,515658,277,Unknown,True,16,True
231,515658,2094,Unknown,True,16,True
232,515658,4584,Absconding,True,18,True
233,515658,2059,Arrested,False,0,True
234,503590,437,Absconding,False,0,False
235,503590,1993,Arrested,False,0,False
236,508125,1513,Bail,True,19,False
237,508125,2905,Absconding,False,0,False
238,518666,4656,Bail,False,0,False
239,512043,3099,Bail,True,5,False
240,508505,1744,Arrested,False,0,True
241,508505,4413,Absconding,False,0,True
242,508505,469,Unknown,False,0,True
243,508505,4030,Unknown,False,0,True
244,518725,2,Bail,False,0,False
245,506254,4673,Absconding,True,11,True
246,506254,772,Unknown,False,0,True
247,506254,696,Arrested,True,15,True
248,506254,1189,Bail,True,12,True
249,506254,4171,Arrested,True,7,True
250,517245,2902,Absconding,False,0,False
251,517245,3625,Absconding,True,15,False
252,512332,4736,Absconding,True,11,True
253,512332,2263,Arrested,False,0,True
254,512332,1120,Arrested,False,0,True
255,512332,3241,Unknown,False,0,True
256,512332,4867,Absconding,False,0,True
257,512332,1356,Bail,False,0,True
258,520199,1047,Bail,False,0,True
259,520199,474,Arrested,True,6,True
260,520199,153,Absconding,False,0,True
261,520199,270,Bail,False,0,True
262,520199,1122,Unknown,False,0,True
263,520199,761,Arrested,False,0,True
264,500867,2577,Arrested,True,20,True
265,500867,862,Arrested,False,0,True
266,500867,3138,Arrested,True,6,True
267,500867,2711,Absconding,False,0,True
268,500867,132,Arrested,False,0,True
269,500867,4189,Unknown,True,20,True
270,511507,2406,Absconding,True,14,True
271,511507,2585,Arrested,False,0,True
272,511507,660,Arrested,False,0,True
273,511507,1367,Absconding,True,16,True
274,511507,138,Arrested,False,0,True
275,511507,2568,Unknown,False,0,True
276,512891,4888,Unknown,True,10,True
277,512891,450,Absconding,True,16,True
278,512891,3646,Unknown,False,0,True
279,515979,4229,Absconding,True,11,True
280,515979,203,Absconding,False,0,True
281,515979,4091,Bail,True,2,True
282,515979,964,Unknown,True,2,True
283,512759,2274,Unknown,True,15,False
284,512759,2402,Bail,True,19,False
285,521917,920,Bail,True,12,False
286,509808,4898,Unknown,False,0,True
287,509808,2167,Absconding,False,0,True
288,509808,3371,Arrested,False,0,True
289,509808,3216,Absconding,True,14,True
290,509808,676,Unknown,False,0,True
291,505036,679,Unknown,True,11,True
292,505036,441,Arrested,False,0,True
293,505036,3115,Arrested,True,10,True
294,517519,2550,Bail,False,0,False
295,521079,4661,Arrested,True,16,True
296,521079,1623,Unknown,True,7,True
297,521079,3974,Unknown,True,2,True
298,521079,3516,Absconding,False,0,True
299,520182,165,Bail,True,11,True
300,520182,3526,Unknown,True,15,True
301,520182,4620,Bail,True,10,True
302,520182,3232,Absconding,False,0,True
303,524662,3147,Arrested,True,20,False
304,512147,1278,Unknown,False,0,True
305,512147,989,Arrested,True,6,True
306,512147,2732,Absconding,False,0,True
307,512147,541,Unknown,False,0,True
308,512147,3018,Absconding,True,12,True
309,512147,983,Absconding,True,20,True
310,516542,1904,Arrested,True,7,True
311,516542,555,Absconding,False,0,True
312,516542,1462,Bail,False,0,True
313,516542,1072,Bail,False,0,True
314,516542,1189,Arrested,True,19,True
315,516542,1580,Unknown,True,12,True
316,509318,2799,Bail,False,0,True
317,509318,2899,Arrested,False,0,True
318,509318,2745,Absconding,True,4,True
319,509318,309,Absconding,False,0,True
320,515821,1434,Absconding,False,0,True
321,515821,137,Absconding,True,4,True
322,515821,2459,Arrested,False,0,True
323,515821,3553,Unknown,False,0,True
324,515821,1977,Unknown,False,0,True
325,515821,4516,Arrested,False,0,True
326,513953,1292,Bail,False,0,True
327,513953,2566,Absconding,False,0,True
328,513953,4600,Absconding,False,0,True
329,513953,59,Absconding,True,17,True
330,512059,4241,Unknown,False,0,True
331,512059,4821,Arrested,False,0,True
332,512059,4016,Absconding,False,0,True
333,508092,948,Arrested,False,0,True
334,508092,1715,Arrested,True,20,True
335,508092,2044,Absconding,True,7,True
336,508092,3549,Absconding,True,7,True
337,508092,4565,Unknown,True,10,True
338,523590,3794,Absconding,True,20,True
339,523590,2493,Absconding,True,9,True
340,523590,2997,Unknown,False,0,True
341,523590,1281,Absconding,True,2,True
342,524420,1182,Absconding,True,14,False
343,507229,3506,Arrested,True,15,True
344,507229,2076,Unknown,False,0,True
345,507229,4256,Arrested,True,17,True
346,507229,2220,Bail,True,5,True
347,522666,4819,Unknown,True,7,True
348,522666,573,Arrested,True,18,True
349,522666,3290,Absconding,False,0,True
350,522666,2017,Absconding,True,15,True
351,513339,3865,Arrested,True,20,True
352,513339,3403,Arrested,False,0,True
353,513339,1984,Unknown,True,20,True
354,513339,2236,Bail,False,0,True
355,513339,3602,Absconding,True,20,True
356,513339,4343,Unknown,False,0,True
357,509516,1432,Arrested,False,0,False
358,522390,1426,Bail,False,0,True
359,522390,3354,Unknown,False,0,True
360,522390,4775,Arrested,False,0,True
361,522390,2588,Bail,True,3,True
362,506550,3127,Unknown,True,6,True
363,506550,79,Absconding,True,10,True
364,506550,2854,Bail,True,2,True
365,506550,4877,Unknown,False,0,True
366,506550,4237,Unknown,True,12,True
367,505690,3694,Bail,False,0,True
368,505690,2212,Unknown,False,0,True
369,505690,4333,Arrested,True,10,True
370,506516,253,Unknown,False,0,True
371,506516,3723,Bail,True,15,True
372,506516,4670,Arrested,True,3,True
373,506516,3545,Bail,True,7,True
374,506516,631,Unknown,True,18,True
375,506516,380,Bail,True,9,True
376,515766,530,Bail,False,0,False
377,515766,4732,Unknown,False,0,False
378,514939,3959,Absconding,False,0,False
379,503610,4096,Arrested,True,9,False
380,503610,2378,Unknown,True,14,False
381,507887,3719,Unknown,True,10,False
382,512403,1592,Arrested,False,0,True
383,512403,2581,Absconding,True,4,True
384,512403,1055,Absconding,False,0,True
385,512403,622,Arrested,True,1,True
386,502975,3903,Unknown,False,0,True
387,502975,2386,Absconding,False,0,True
388,502975,4157,Absconding,True,4,True
389,501916,4058,Arrested,False,0,True
390,501916,3147,Arrested,True,11,True
391,501916,1331,Unknown,False,0,True
392,507812,1477,Unknown,False,0,True
393,507812,4358,Unknown,False,0,True
394,507812,975,Arrested,True,14,True
395,509603,195,Bail,False,0,True
396,509603,1730,Absconding,False,0,True
397,509603,2308,Absconding,False,0,True
398,509603,3920,Arrested,True,17,True
399,509603,3299,Bail,True,9,True
400,514416,2395,Absconding,True,5,False
401,520140,1600,Arrested,True,3,True
402,520140,1451,Arrested,True,12,True
403,520140,955,Bail,False,0,True
404,520140,397,Bail,False,0,True
405,520140,4061,Bail,False,0,True
406,506096,1562,Unknown,False,0,False
407,507540,1322,Absconding,False,0,False
408,511817,3715,Unknown,True,12,True
409,511817,2873,Unknown,False,0,True
410,511817,4387,Absconding,False,0,True
411,510601,1350,Arrested,False,0,False
412,510601,1373,Absconding,True,10,False
413,514799,734,Unknown,True,19,True
414,514799,4450,Bail,True,11,True
415,514799,4536,Unknown,True,12,True
416,514799,2855,Arrested,True,16,True
417,514799,1305,Arrested,False,0,True
418,520480,2824,Absconding,False,0,True
419,520480,2598,Bail,False,0,True
420,520480,4746,Unknown,True,10,True
421,503711,2707,Unknown,False,0,False
422,520926,2096,Absconding,True,10,True
423,520926,2449,Unknown,True,10,True
424,520926,4182,Unknown,True,12,True
425,513610,4320,Bail,False,0,False
426,513610,375,Unknown,True,15,False
427,515466,1255,Unknown,False,0,True
428,515466,4057,Arrested,True,20,True
429,515466,1140,Bail,False,0,True
430,515466,754,Unknown,True,13,True
431,515466,504,Bail,True,9,True
432,509995,1707,Unknown,False,0,True
433,509995,1834,Absconding,False,0,True
434,509995,2746,Absconding,False,0,True
435,509995,4289,Bail,True,6,True
436,507299,4217,Unknown,False,0,False
437,507299,4849,Bail,False,0,False
438,519854,3555,Unknown,False,0,False
439,506665,3914,Absconding,True,16,True
440,506665,2863,Unknown,False,0,True
441,506665,4409,Arrested,False,0,True
442,506665,2241,Unknown,False,0,True
443,506665,2610,Unknown,False,0,True
444,506665,3337,Bail,True,7,True
445,523886,3647,Absconding,True,15,True
446,523886,4758,Arrested,True,20,True
447,523886,2168,Arrested,True,5,True
448,523886,1488,Unknown,False,0,True
449,523886,3757,Absconding,True,7,True
450,523886,1520,Absconding,False,0,True
451,501428,1022,Bail,True,1,False
452,501428,1048,Absconding,False,0,False
453,503078,4835,Arrested,True,4,True
454,503078,1267,Bail,False,0,True
455,503078,3133,Absconding,True,1,True
456,503078,1642,Arrested,False,0,True
457,503078,4572,Arrested,False,0,True
458,503078,2423,Unknown,False,0,True
459,517506,669,Bail,True,19,True
460,517506,2648,Absconding,False,0,True
461,517506,1933,Unknown,False,0,True
462,517506,3025,Absconding,True,9,True
463,524839,4568,Arrested,False,0,True
464,524839,3249,Bail,True,16,True
465,524839,2199,Absconding,False,0,True
466,524839,4135,Bail,False,0,True
467,503542,3170,Bail,False,0,False
468,503542,1866,Absconding,False,0,False
469,508183,2130,Unknown,False,0,True
470,508183,4138,Bail,False,0,True
471,508183,679,Arrested,True,18,True
472,509213,2409,Absconding,False,0,True
473,509213,1010,Absconding,True,11,True
474,509213,4448,Absconding,True,6,True
475,509213,1789,Absconding,True,4,True
476,509213,1370,Absconding,False,0,True
477,501347,582,Arrested,False,0,False
478,509527,3872,Arrested,False,0,True
479,509527,2097,Bail,False,0,True
480,509527,732,Bail,True,16,True
481,509527,832,Arrested,True,15,True
482,509527,1827,Absconding,True,20,True
483,504373,4243,Arrested,False,0,False
484,501890,3666,Unknown,True,14,True
485,501890,3865,Bail,True,6,True
486,501890,2754,Bail,True,6,True
487,501890,3797,Arrested,False,0,True
488,501890,3426,Bail,False,0,True
489,501890,2826,Absconding,True,18,True
490,524672,3041,Unknown,False,0,True
491,524672,4256,Bail,True,10,True
492,524672,4588,Unknown,True,10,True
493,524672,3804,Unknown,False,0,True
494,524672,823,Bail,False,0,True
495,524672,584,Absconding,False,0,True
496,514379,1400,Absconding,True,18,False
497,514379,3992,Bail,True,14,False
498,507199,4460,Bail,True,17,True
499,507199,3724,Bail,False,0,True
500,507199,1784,Arrested,True,11,True
501,507199,4245,Absconding,True,7,True
502,504895,1143,Bail,True,19,False
503,504895,3134,Bail,True,6,False
504,502906,1281,Arrested,True,4,True
505,502906,1875,Arrested,True,8,True
506,502906,4948,Unknown,False,0,True
507,502906,1560,Absconding,False,0,True
508,506663,3688,Unknown,False,0,True
509,506663,4782,Unknown,False,0,True
510,506663,1772,Bail,False,0,True
511,506663,2975,Unknown,False,0,True
512,506663,921,Arrested,True,3,True
513,509810,3098,Unknown,False,0,True
514,509810,3298,Bail,False,0,True
515,509810,4037,Arrested,True,6,True
516,505419,2896,Arrested,True,7,False
517,505419,2777,Arrested,False,0,False
518,503548,3389,Arrested,False,0,True
519,503548,100,Arrested,True,11,True
520,503548,2151,Arrested,False,0,True
521,512725,3538,Unknown,True,17,True
522,512725,3309,Bail,True,9,True
523,512725,780,Unknown,False,0,True
524,513554,4579,Bail,True,15,False
525,524372,4328,Unknown,False,0,True
526,524372,4491,Absconding,True,20,True
527,524372,1071,Bail,True,2,True
528,524372,138,Absconding,False,0,True
529,511128,4543,Bail,False,0,True
530,511128,1759,Bail,False,0,True
531,511128,4597,Absconding,False,0,True
532,511128,2368,Bail,False,0,True
533,511128,3878,Arrested,False,0,True
534,517605,650,Bail,False,0,False
535,504745,2578,Unknown,True,1,True
536,504745,3749,Arrested,True,15,True
537,504745,2879,Arrested,True,6,True
538,518973,2329,Unknown,True,18,True
539,518973,95,Bail,False,0,True
540,518973,3709,Bail,False,0,True
541,518973,1508,Bail,False,0,True
542,501476,2126,Absconding,False,0,True
543,501476,1554,Bail,False,0,True
544,501476,943,Unknown,True,10,True
545,501476,1339,Absconding,False,0,True
546,501476,1334,Unknown,True,8,True
547,501476,636,Absconding,True,13,True
548,521162,4446,Unknown,True,12,True
549,521162,2815,Arrested,True,20,True
550,521162,897,Bail,True,10,True
551,521162,1814,Absconding,False,0,True
552,521162,3814,Absconding,False,0,True
553,521162,559,Bail,False,0,True
554,500537,3454,Unknown,False,0,True
555,500537,848,Absconding,True,16,True
556,500537,2179,Arrested,False,0,True
557,516452,266,Arrested,False,0,False
558,516452,4555,Unknown,True,16,False
559,516428,2051,Unknown,True,16,True
560,516428,982,Unknown,True,1,True
561,516428,1210,Absconding,False,0,True
562,516428,751,Absconding,True,16,True
563,515253,307,Bail,False,0,True
564,515253,4470,Absconding,True,10,True
565,515253,2005,Arrested,True,16,True
566,515253,992,Arrested,False,0,True
567,515253,1309,Arrested,True,13,True
568,522276,1877,Bail,False,0,True
569,522276,139,Bail,True,13,True
570,522276,4981,Arrested,True,10,True
571,522276,2764,Absconding,False,0,True
572,522276,2994,Arrested,True,6,True
573,522276,1007,Bail,True,13,True
574,518873,1554,Arrested,True,14,False
575,502886,4339,Unknown,False,0,False
576,514588,845,Absconding,True,17,True
577,514588,1304,Absconding,True,16,True
578,514588,3025,Bail,True,6,True
579,514588,4979,Absconding,True,15,True
580,514588,721,Absconding,False,0,True
581,514588,783,Bail,True,18,True
582,502843,1898,Absconding,False,0,True
583,502843,2694,Unknown,True,19,True
584,502843,2223,Arrested,True,2,True
585,502843,2279,Unknown,True,19,True
586,513978,4182,Unknown,True,20,False
587,524635,1851,Absconding,True,9,True
588,524635,1498,Arrested,True,17,True
589,524635,2332,Unknown,False,0,True
590,524635,3960,Arrested,True,11,True
591,524635,2458,Arrested,False,0,True
592,507118,3917,Absconding,True,16,False
593,507118,4634,Unknown,True,8,False
594,519070,4733,Bail,False,0,True
595,519070,2158,Unknown,True,5,True
596,519070,2102,Bail,False,0,True
597,519070,3621,Unknown,False,0,True
598,510762,2022,Absconding,False,0,False
599,510762,582,Arrested,False,0,False
600,510841,2095,Absconding,True,13,True
601,510841,2577,Bail,False,0,True
602,510841,157,Bail,True,17,True
603,510841,473,Absconding,False,0,True
604,510841,1932,Arrested,False,0,True
605,510841,1411,Arrested,False,0,True
606,521480,866,Arrested,False,0,True
607,521480,4889,Bail,True,10,True
608,521480,15,Bail,False,0,True
609,521480,3583,Absconding,True,8,True
610,521480,3796,Unknown,True,18,True
611,521480,134,Arrested,True,2,True
612,513621,2347,Arrested,False,0,True
613,513621,373,Arrested,False,0,True
614,513621,2543,Absconding,False,0,True
615,513621,1960,Bail,True,7,True
616,513621,3652,Unknown,True,11,True
617,521394,4124,Unknown,True,5,True
618,521394,2761,Absconding,False,0,True
619,521394,3822,Arrested,False,0,True
620,507304,1724,Absconding,False,0,True
621,507304,2815,Absconding,False,0,True
622,507304,865,Bail,True,7,True
623,507304,528,Bail,False,0,True
624,507304,1985,Unknown,False,0,True
625,505326,2817,Bail,True,12,True
626,505326,1269,Absconding,True,19,True
627,505326,1542,Unknown,True,11,True
628,505326,413,Absconding,False,0,True
629,505326,2787,Absconding,True,9,True
630,524697,679,Arrested,True,5,False
631,503674,969,Bail,True,9,True
632,503674,1462,Bail,False,0,True
633,503674,2286,Bail,True,14,True
634,516675,1573,Arrested,False,0,False
635,512366,651,Bail,True,2,True
636,512366,994,Unknown,True,2,True
637,512366,1290,Arrested,True,8,True
638,508275,4492,Unknown,True,1,False
639,500960,1005,Absconding,True,7,True
640,500960,4181,Unknown,False,0,True
641,500960,3336,Absconding,True,5,True
642,500960,1247,Bail,True,6,True
643,500960,2716,Arrested,False,0,True
644,500960,2655,Bail,False,0,True
645,512397,4030,Arrested,True,16,True
646,512397,3878,Absconding,False,0,True
647,512397,1893,Absconding,True,13,True
648,501819,4969,Arrested,True,9,True
649,501819,3155,Unknown,False,0,True
650,501819,3989,Arrested,True,11,True
651,514280,2058,Bail,True,6,True
652,514280,2964,Unknown,True,18,True
653,514280,1662,Bail,True,11,True
654,514280,1649,Absconding,True,14,True
655,514280,2571,Absconding,True,2,True
656,517918,882,Arrested,False,0,True
657,517918,3001,Arrested,True,16,True
658,517918,2146,Absconding,False,0,True
659,517918,2335,Arrested,True,14,True
660,505077,4227,Bail,True,1,False
661,505077,1884,Bail,False,0,False
662,516791,4209,Unknown,True,13,True
663,516791,422,Unknown,False,0,True
664,516791,3108,Bail,False,0,True
665,516791,4311,Arrested,True,13,True
666,501748,4154,Unknown,False,0,False
667,500324,909,Bail,False,0,True
668,500324,430,Arrested,False,0,True
669,500324,2463,Bail,True,1,True
670,500324,1135,Bail,False,0,True
671,500324,1714,Bail,False,0,True
672,510297,1410,Absconding,False,0,True
673,510297,2727,Absconding,True,15,True
674,510297,3044,Absconding,True,2,True
675,510297,2269,Bail,True,11,True
676,510297,3742,Unknown,True,1,True
677,512751,4667,Arrested,False,0,False
678,512751,1832,Unknown,False,0,False
679,510013,1368,Unknown,False,0,True
680,510013,3445,Absconding,True,9,True
681,510013,1317,Absconding,False,0,True
682,519763,2270,Bail,True,11,True
683,519763,731,Unknown,False,0,True
684,519763,3485,Unknown,True,16,True
685,519763,1270,Absconding,False,0,True
686,519763,2756,Bail,False,0,True
687,519763,147,Unknown,True,10,True
688,522708,4223,Arrested,False,0,False
689,503785,2483,Unknown,True,4,False
690,520799,4703,Absconding,False,0,True
691,520799,1063,Absconding,False,0,True
692,520799,4118,Bail,True,20,True
693,520799,4234,Bail,True,17,True
694,520799,598,Bail,True,11,True
695,520799,1219,Arrested,False,0,True
696,523769,5,Bail,True,19,True
697,523769,4592,Bail,False,0,True
698,523769,2149,Bail,False,0,True
699,523769,4637,Bail,False,0,True
700,523769,4609,Bail,True,8,True
701,523769,3561,Bail,True,2,True
702,508484,455,Unknown,True,19,True
703,508484,605,Unknown,False,0,True
704,508484,1041,Unknown,True,19,True
705,508484,3572,Unknown,False,0,True
706,508484,4496,Bail,False,0,True
707,524717,2563,Absconding,True,17,True
708,524717,1556,Unknown,False,0,True
709,524717,477,Arrested,True,14,True
710,524717,2861,Absconding,True,7,True
711,513837,54,Arrested,True,9,False
712,502282,2785,Arrested,True,5,True
713,502282,3896,Arrested,False,0,True
714,502282,4749,Unknown,True,1,True
715,502282,1190,Absconding,False,0,True
716,513515,471,Arrested,False,0,False
717,513515,2262,Arrested,False,0,False
718,521715,943,Arrested,True,3,True
719,521715,4424,Absconding,True,1,True
720,521715,215,Absconding,True,4,True
721,524102,558,Absconding,False,0,False
722,519000,3869,Bail,False,0,True
723,519000,825,Unknown,False,0,True
724,519000,4301,Unknown,False,0,True
725,510463,3110,Unknown,False,0,True
726,510463,4319,Arrested,True,9,True
727,510463,896,Bail,True,16,True
728,510463,383,Bail,True,7,True
729,510463,200,Absconding,False,0,True
730,510463,2582,Arrested,False,0,True
731,524826,4818,Unknown,True,18,True
732,524826,3113,Unknown,False,0,True
733,524826,1247,Bail,False,0,True
734,524826,2307,Bail,False,0,True
735,506816,3527,Arrested,False,0,False
736,516799,1864,Bail,False,0,False
737,516799,1488,Absconding,False,0,False
738,507956,1192,Arrested,False,0,True
739,507956,524,Absconding,True,8,True
740,507956,3280,Arrested,False,0,True
741,504294,3604,Bail,True,6,True
742,504294,2050,Bail,True,2,True
743,504294,893,Absconding,True,19,True
744,504294,2644,Unknown,True,18,True
745,506245,4185,Unknown,True,16,False
746,522932,3723,Bail,False,0,True
747,522932,1598,Arrested,False,0,True
748,522932,4786,Absconding,False,0,True
749,522932,14,Bail,False,0,True
750,504520,2254,Arrested,True,17,True
