ArrestID,PersonID,CaseID,ArrestDate,CustodyDays,BailGranted
104,523886,2168,2026-03-18,27,False
105,503078,4835,2025-03-10,90,True
106,503078,1642,2026-07-17,18,False
107,503078,4572,2022-04-28,19,False
108,524839,4568,2026-10-21,3,False
109,508183,679,2024-04-11,9,False
110,501347,582,2025-02-24,16,True
111,509527,3872,2024-04-24,38,True
112,509527,832,2026-08-02,55,True
113,504373,4243,2022-12-05,14,True
114,501890,3797,2025-05-28,18,True
115,507199,1784,2024-09-22,89,True
116,502906,1281,2023-07-21,68,True
117,502906,1875,2022-06-04,11,True
118,506663,921,2026-09-19,30,False
119,509810,4037,2023-04-30,85,True
120,505419,2896,2025-09-17,26,False
121,505419,2777,2022-11-16,76,True
122,503548,3389,2022-09-19,37,True
123,503548,100,2023-07-29,53,False
124,503548,2151,2026-06-09,46,True
125,511128,3878,2022-03-01,55,True
126,504745,3749,2026-03-24,54,True
127,504745,2879,2023-10-12,2,True
128,521162,2815,2025-01-28,70,False
129,500537,2179,2023-01-15,73,False
130,516452,266,2023-07-21,46,True
131,515253,2005,2024-07-24,9,True
132,515253,992,2022-02-13,31,False
133,515253,1309,2024-08-21,10,True
134,522276,4981,2026-06-05,22,False
135,522276,2994,2024-03-23,15,False
136,518873,1554,2022-11-11,4,False
137,502843,2223,2023-04-17,83,False
138,524635,1498,2025-01-04,5,False
139,524635,3960,2026-04-16,22,False
140,524635,2458,2024-05-27,38,True
141,510762,582,2025-02-03,64,True
142,510841,1932,2026-05-15,29,False
143,510841,1411,2025-08-31,36,False
144,521480,866,2023-07-27,71,False
145,521480,134,2022-12-24,56,True
146,513621,2347,2023-09-02,17,True
147,513621,373,2026-07-30,56,False
148,521394,3822,2022-08-22,70,True
149,524697,679,2024-04-15,1,True
150,516675,1573,2025-12-27,75,False
151,512366,1290,2024-06-03,3,False
152,500960,2716,2025-02-24,45,True
153,512397,4030,2022-10-10,57,False
154,501819,4969,2023-08-07,38,True
155,501819,3989,2024-04-05,74,False
156,517918,882,2023-04-24,1,True
157,517918,3001,2024-11-06,46,False
158,517918,2335,2025-03-09,2,True
159,516791,4311,2025-05-07,72,True
160,500324,430,2025-09-02,63,False
161,512751,4667,2025-07-14,15,False
162,522708,4223,2024-01-23,83,True
163,520799,1219,2026-12-07,11,True
164,524717,477,2022-02-19,80,True
165,513837,54,2026-05-29,17,True
166,502282,2785,2026-03-02,6,True
167,502282,3896,2022-02-14,26,False
168,513515,471,2026-04-27,30,True
169,513515,2262,2025-08-07,8,False
170,521715,943,2025-01-22,49,False
171,510463,4319,2024-02-01,67,True
172,510463,2582,2025-07-02,44,False
173,506816,3527,2023-09-03,24,False
174,507956,1192,2023-11-09,59,True
175,507956,3280,2022-07-12,47,False
176,522932,1598,2023-02-13,13,True
177,504520,2254,2022-07-03,67,True
178,504520,1723,2026-07-21,53,False
179,504520,212,2024-09-17,62,True
180,515260,3186,2022-02-18,39,True
181,520015,4966,2025-11-12,90,True
182,520015,1352,2024-03-28,37,False
183,520015,3071,2025-09-22,73,False
184,503844,4706,2023-12-13,66,False
185,523909,4642,2024-08-09,20,True
186,523909,441,2024-07-08,88,False
187,502852,3030,2023-06-02,28,True
188,512571,631,2025-10-03,79,False
189,513074,905,2025-10-25,46,False
190,513074,1358,2027-01-11,2,False
191,505816,905,2025-10-29,9,True
192,512592,4847,2022-06-05,11,False
193,508158,3438,2024-06-22,18,False
194,506380,842,2025-04-14,20,False
195,506380,4995,2023-10-29,90,True
196,515444,4262,2023-11-06,37,True
197,500398,2420,2025-09-26,40,True
198,500398,325,2026-07-19,13,False
199,506879,3596,2024-01-25,3,True
200,506879,1621,2023-01-23,32,False
201,506879,2190,2027-01-07,66,False
202,508551,835,2024-05-15,68,False
203,500517,3749,2026-03-21,62,False
204,503589,562,2022-11-21,10,False
205,503589,563,2024-05-12,64,True
206,502251,3102,2024-01-13,2,True
207,518162,1879,2025-01-08,11,False
208,518162,2778,2023-09-30,23,True
209,504557,9,2022-03-07,82,True
210,507517,2801,2025-01-01,6,False
211,503352,4395,2023-01-13,45,False
212,503352,752,2026-10-07,83,True
213,519138,1862,2025-07-03,4,True
214,519138,4766,2023-04-02,6,False
215,505475,219,2024-10-31,66,False
216,505475,1973,2022-10-21,26,True
217,505475,3855,2025-10-24,21,False
218,512137,2879,2023-09-28,21,True
219,512137,4017,2025-07-28,11,False
220,506600,4968,2022-04-11,58,True
221,517356,1018,2025-05-20,81,False
222,503190,1831,2025-06-21,35,False
223,503190,2283,2024-03-05,62,True
224,516812,996,2022-05-31,29,False
225,508241,1603,2024-02-05,4,False
226,508241,2959,2023-04-21,14,False
227,504521,532,2026-09-01,45,True
228,514418,3535,2022-12-24,15,False
229,515795,3059,2024-03-04,70,False
230,515795,3459,2022-01-21,3,False
231,515795,682,2024-09-24,26,True
232,524239,4755,2025-08-20,71,True
233,503635,4334,2023-02-01,32,True
234,503635,3837,2022-10-10,9,True
235,503635,1324,2025-04-07,57,True
236,519588,3315,2023-10-27,6,True
237,518009,3060,2022-01-26,52,False
238,512432,3940,2022-03-22,37,True
239,506070,4467,2025-01-13,39,False
240,506070,680,2023-09-20,90,False
241,506070,1610,2023-04-12,28,False
242,524186,2072,2024-12-03,58,False
243,524556,832,2026-07-04,18,False
244,524556,3653,2026-07-28,9,True
245,505118,4900,2025-04-03,48,True
246,515667,947,2023-05-05,88,True
247,502560,4260,2023-03-01,10,False
248,502749,1925,2022-07-23,69,False
249,502749,467,2024-04-08,54,True
250,518928,3224,2022-06-16,52,False
251,520538,63,2023-02-13,45,True
252,510629,4420,2024-06-01,73,False
253,510629,3248,2024-08-19,19,True
254,505924,1326,2025-10-05,22,False
255,505924,1893,2024-03-31,15,False
256,518217,4592,2022-10-04,2,False
257,502347,1825,2023-01-02,28,True
258,518359,17,2025-04-04,67,False
259,518359,4386,2026-05-23,18,True
260,524769,1456,2026-10-17,37,True
261,521300,2645,2023-05-04,34,False
262,520020,4655,2024-05-25,48,False
263,504411,3255,2022-05-20,10,False
264,504411,1479,2023-03-17,71,True
265,504411,1778,2022-02-14,56,True
266,508859,4021,2023-11-05,50,False
267,508859,2171,2024-08-20,21,True
268,523987,2990,2023-11-05,66,True
269,511243,4667,2025-08-01,79,True
270,516426,1123,2024-03-25,63,False
271,516426,2985,2026-05-25,49,True
272,512035,4865,2025-03-11,7,True
273,522810,3345,2022-09-10,82,False
274,522810,1243,2022-12-22,44,True
275,500964,1765,2026-08-01,69,False
276,521217,231,2025-08-28,31,False
277,521217,3750,2024-04-06,24,False
278,512537,623,2022-02-11,40,False
279,512537,2709,2026-10-11,34,True
280,521252,3249,2023-12-29,55,False
281,521252,4092,2024-08-03,66,False
282,521252,2535,2024-11-26,21,True
283,500627,1104,2024-07-24,20,True
284,519986,1509,2024-04-16,59,True
285,510982,4590,2023-06-17,83,False
286,506848,10,2023-04-15,36,True
287,505935,1683,2026-06-13,47,False
288,505935,609,2022-10-27,83,True
289,515560,917,2022-10-03,31,False
290,513979,3270,2023-08-14,49,True
291,523685,1769,2025-04-08,25,False
292,523685,2411,2026-06-30,12,False
293,503464,4065,2022-12-30,72,False
294,503464,2234,2024-01-21,38,True
295,510671,865,2026-04-17,40,True
296,510671,912,2024-05-13,34,False
297,511925,4325,2024-08-01,16,True
298,511925,1340,2024-08-10,66,False
299,510423,1066,2023-10-24,46,True
300,505497,1031,2026-02-20,39,True
301,510373,4737,2026-05-10,33,False
302,504085,2543,2022-11-22,85,False
303,506831,3720,2023-05-05,83,False
304,508529,1629,2024-10-20,19,True
305,508529,307,2024-02-02,47,False
306,518519,3162,2025-03-22,17,False
307,518519,4916,2026-12-26,32,False
308,500260,2781,2022-10-10,31,False
309,500260,1112,2026-10-22,89,True
310,507908,1003,2022-12-28,52,False
311,522303,2947,2025-07-24,31,False
312,514983,2484,2024-03-05,70,True
313,509827,1279,2022-06-17,70,False
314,509827,334,2024-01-31,25,True
315,509827,1632,2022-03-07,89,True
316,501941,3239,2023-04-05,33,True
317,510245,4435,2026-11-22,62,True
318,510245,920,2022-08-09,14,False
319,510245,3997,2023-06-17,22,False
320,513839,2350,2025-05-02,12,False
321,523120,3699,2023-08-07,49,True
322,519408,391,2024-05-03,60,True
323,519408,2196,2024-03-16,24,True
324,511317,548,2023-02-27,11,False
325,511317,755,2027-01-06,88,True
326,511317,125,2026-01-16,4,False
327,511317,2964,2026-09-20,52,False
328,522549,1314,2022-05-06,22,False
329,503687,4699,2023-02-15,72,True
330,508342,1290,2024-05-29,28,False
331,505930,3231,2024-05-24,45,False
332,502137,477,2022-03-11,85,False
333,502137,637,2024-08-04,75,False
334,520854,442,2026-12-13,74,True
335,517896,4168,2024-12-08,49,True
336,507091,2994,2024-03-12,52,False
337,516398,140,2023-12-02,30,True
338,516398,2285,2022-04-29,67,False
339,500100,1964,2025-01-25,35,True
340,513020,1906,2024-11-01,82,False
341,513996,3874,2023-10-22,58,False
342,504158,1346,2026-06-02,7,True
343,507720,4497,2022-06-29,3,True
344,507720,4765,2024-09-15,28,True
345,508159,841,2023-02-15,20,True
346,508819,1659,2025-09-10,54,True
347,523361,4824,2024-06-24,19,True
348,524441,3433,2026-12-25,7,False
349,508994,4063,2023-06-30,34,True
350,510322,1562,2025-08-15,14,False
351,515798,3987,2023-12-23,15,False
352,506562,2117,2023-09-04,57,True
353,506562,494,2023-09-30,81,False
354,506562,3661,2026-09-01,50,False
355,516277,3126,2022-08-28,35,False
356,516277,4101,2024-11-20,28,True
357,516277,4329,2024-06-14,40,False
358,515833,3329,2023-10-27,38,False
359,515833,141,2022-10-10,13,False
360,515833,3829,2025-11-13,27,False
361,506693,1686,2022-09-28,90,False
362,500347,169,2023-07-07,72,False
363,509854,3173,2022-02-10,71,False
364,500251,1343,2024-08-31,37,False
365,524466,3823,2022-07-26,24,True
366,504098,3592,2024-08-10,9,False
367,504098,874,2022-08-21,44,False
368,504098,3325,2023-12-07,59,False
369,504098,4731,2025-10-07,72,False
370,504098,4528,2026-03-14,47,False
371,522647,4434,2023-08-14,68,True
372,518639,3815,2023-10-03,72,True
373,523825,2584,2025-05-16,8,True
374,509356,904,2023-05-31,15,True
375,509356,1325,2025-04-11,37,True
376,510230,755,2026-12-28,86,True
377,518184,2644,2023-08-23,68,False
378,508030,4841,2024-11-05,89,True
379,508030,4677,2026-05-21,61,True
380,523262,4975,2022-11-17,12,False
381,523262,4453,2023-03-24,57,False
382,511754,4327,2024-03-10,18,True
383,507537,1935,2026-08-08,66,False
384,504565,2873,2026-05-12,6,True
385,504565,4318,2022-10-24,49,True
386,504951,3150,2026-01-14,68,False
387,513200,4860,2025-04-20,74,False
388,509890,1134,2024-01-12,56,True
389,511215,3371,2022-06-25,15,True
390,500076,668,2022-09-11,17,False
391,500076,1218,2023-06-08,17,True
392,501148,3713,2025-12-16,64,False
393,501148,287,2025-09-12,8,True
394,501148,4122,2026-10-07,7,False
395,522395,4439,2024-05-25,38,False
396,522395,4831,2025-08-13,81,False
397,500035,2495,2023-09-09,43,True
398,500035,1357,2026-10-21,58,True
399,500035,3804,2025-08-11,44,False
400,504580,2388,2023-12-17,70,False
401,520042,3385,2026-10-15,2,False
402,517790,1566,2023-06-19,80,False
403,509301,1504,2023-07-31,62,True
404,509301,680,2023-09-11,41,True
405,507364,4859,2023-11-20,67,True
406,514265,137,2026-06-05,43,False
407,510580,574,2023-01-24,49,True
408,510580,1146,2026-10-20,36,False
409,511922,4699,2023-02-07,3,False
410,513011,1005,2024-10-29,90,True
411,513011,3324,2024-12-20,43,True
412,513011,3827,2026-11-30,40,True
413,515802,2863,2026-08-04,64,True
414,503549,401,2023-04-01,64,True
415,522422,4130,2024-09-11,22,True
416,521092,4806,2024-12-22,44,True
417,503707,4527,2026-02-23,7,False
418,509685,809,2025-10-10,59,False
419,524629,3705,2024-07-30,9,False
420,503954,3803,2022-06-12,27,True
421,505743,672,2025-04-13,26,False
422,505743,1570,2023-12-16,63,False
423,505743,3268,2022-09-07,12,False
424,502517,1530,2024-02-22,84,True
425,509775,3913,2025-06-19,59,True
426,504069,2959,2023-04-26,28,False
427,515583,978,2023-06-27,63,True
428,515583,2471,2022-03-01,32,True
429,518380,1244,2024-10-14,60,False
430,523755,582,2025-02-22,33,True
431,512282,2380,2022-02-06,26,False
432,503223,3471,2025-03-14,54,True
433,503223,3403,2026-07-27,78,False
434,518037,4446,2024-04-01,90,False
435,514500,4868,2022-11-01,65,True
436,515549,1947,2024-08-17,1,True
437,515549,1234,2026-12-12,77,False
438,515549,2908,2024-12-25,18,True
439,524596,3456,2026-12-30,80,True
440,514229,4429,2024-10-29,60,True
441,505788,2927,2023-08-03,50,True
442,515506,2750,2022-07-28,29,False
443,514931,3938,2024-11-15,27,False
444,514931,330,2024-07-27,52,False
445,505884,4549,2026-04-19,70,True
446,506174,4747,2023-03-31,43,False
447,506174,4265,2022-05-15,46,False
448,503275,622,2023-09-15,40,True
449,503275,4488,2024-03-05,62,True
450,521514,416,2025-04-15,1,True
451,502768,2047,2025-03-15,80,True
452,510949,2813,2026-09-06,34,False
453,501484,811,2026-10-28,80,False
454,500053,1333,2026-03-29,73,True
455,515388,4299,2025-08-10,42,True
456,515388,4845,2024-11-24,21,False
457,515779,2804,2024-02-11,45,True
458,510597,2631,2026-06-03,32,False
459,510597,1163,2026-04-11,63,False
460,503048,2113,2024-11-11,64,False
461,507570,4650,2024-03-25,64,False
462,518630,144,2024-09-09,44,False
463,518630,3461,2025-08-04,86,True
464,501457,2075,2025-10-03,89,False
465,501457,1189,2026-01-19,50,False
466,517553,4381,2022-10-16,84,True
467,514727,3910,2023-08-26,20,False
468,514727,997,2024-01-27,79,True
469,515880,2889,2025-09-24,49,False
470,522977,875,2022-01-03,69,False
471,505479,3439,2024-09-26,58,True
472,505479,1558,2025-07-12,63,True
473,512631,3076,2023-07-21,84,False
474,512631,1062,2024-10-09,22,False
475,504680,3478,2025-04-22,55,True
476,504680,3965,2026-10-23,79,True
477,522755,3704,2026-11-16,19,True
478,519185,793,2026-12-02,69,True
479,510466,3695,2022-03-09,79,True
480,505515,3876,2023-05-26,54,True
481,508640,856,2026-04-03,6,False
482,509887,246,2025-05-28,52,False
483,514215,204,2026-12-14,21,False
484,509314,3154,2025-05-04,74,True
485,506491,1816,2024-03-16,81,True
486,503741,1183,2024-02-08,7,False
487,510281,4017,2025-07-29,1,False
488,503097,4862,2026-03-07,4,True
489,500231,3041,2022-03-04,81,True
490,500231,4823,2024-01-14,20,False
491,500502,2875,2023-04-16,64,True
492,505684,4403,2026-08-12,75,True
493,505684,447,2023-05-25,82,True
494,505684,4092,2024-08-09,24,False
495,508884,3179,2025-06-17,85,False
496,503036,3489,2026-11-13,89,True
497,509402,2825,2023-10-06,42,True
498,504992,2966,2022-06-25,53,False
499,505928,2707,2023-03-30,48,False
500,505928,403,2024-08-28,80,True
501,506727,3936,2025-01-11,88,False
502,506727,3615,2022-03-02,19,True
503,515974,2803,2025-01-29,71,True
504,520062,3100,2025-04-28,52,False
505,520062,2017,2022-10-29,64,False
506,506129,174,2024-05-02,42,True
507,523428,1952,2023-06-08,31,False
508,523428,824,2024-04-15,87,True
509,523428,4192,2025-02-14,16,True
510,510713,2048,2023-05-19,41,False
511,511713,3605,2026-11-04,13,False
512,502120,576,2026-06-08,77,True
513,502120,2317,2022-01-21,72,False
514,520401,2801,2025-01-06,22,False
515,511179,3849,2024-11-25,81,True
516,511179,4242,2024-02-19,27,False
517,511179,1901,2026-03-14,26,True
518,500281,475,2025-11-01,30,True
519,510816,4439,2024-06-06,58,False
520,510816,4339,2022-08-03,8,False
521,510816,2359,2026-10-24,47,False
522,508543,2003,2027-01-01,63,False
523,520710,2966,2022-07-25,55,True
524,520710,3556,2026-01-26,1,True
525,511694,3992,2023-12-11,18,True
526,507672,1519,2022-04-13,83,False
527,507672,4335,2024-09-15,7,True
528,507672,2658,2022-05-23,47,False
529,521603,1880,2025-04-17,85,False
530,521603,3677,2023-09-08,82,True
531,518585,121,2022-04-04,48,False
532,504490,4778,2022-07-16,22,True
533,509198,3746,2022-01-29,50,True
534,507841,1593,2023-11-28,10,False
535,507841,2618,2026-12-20,19,False
536,519988,1483,2022-10-03,71,True
537,519988,4286,2023-10-28,9,False
538,523263,2641,2023-01-31,53,False
539,523263,2846,2022-05-13,9,False
540,519074,3359,2024-08-18,56,False
541,506236,603,2024-02-04,74,False
542,502860,1240,2023-04-07,81,False
543,502860,2405,2026-05-24,72,False
544,512464,4420,2024-06-02,52,False
545,504304,3929,2025-08-21,16,True
546,504304,2649,2023-03-26,82,False
547,516623,2532,2024-02-19,30,False
548,504716,2552,2023-06-15,87,False
549,507628,1362,2024-07-11,3,False
550,507628,4986,2026-04-05,35,True
551,507628,136,2026-04-01,6,True
552,514650,3318,2025-09-21,24,True
553,514650,224,2024-03-24,56,True
554,511076,2117,2023-08-29,45,False
555,511076,4741,2023-05-07,9,True
556,511076,3338,2026-08-10,14,False
557,524249,2874,2022-02-18,66,True
558,524249,2547,2027-01-10,66,False
559,519907,1924,2022-04-06,50,False
560,519570,4121,2026-04-15,86,True
561,509993,73,2024-10-14,40,True
562,509993,1903,2025-11-14,61,False
563,509993,3549,2024-07-10,12,False
564,506317,907,2024-09-11,2,True
565,524872,292,2023-03-13,24,True
566,524872,3858,2025-03-17,68,False
567,518747,2457,2022-08-27,87,True
568,518747,3043,2023-04-15,15,False
569,506434,558,2027-01-04,52,True
570,517211,4039,2022-02-13,50,True
571,511645,2378,2024-10-23,53,True
572,511645,922,2024-03-02,80,True
573,515005,1628,2022-08-21,49,False
574,520792,413,2025-12-10,52,False
575,508083,91,2025-01-12,40,False
576,516307,1969,2026-04-17,15,True
577,518675,3890,2025-04-12,85,True
578,508688,3854,2026-09-21,21,True
579,515756,4108,2024-06-21,42,False
580,517464,155,2025-10-11,15,False
581,517464,2237,2023-03-16,69,True
582,517464,2983,2026-10-03,22,False
583,507686,3209,2025-10-31,10,True
584,502196,3164,2023-07-19,57,True
585,502196,4990,2022-10-15,38,True
586,502196,1125,2025-08-26,44,True
587,510507,2803,2025-02-05,4,False
588,500753,853,2025-02-09,50,True
589,505200,1825,2022-12-17,54,True
590,505200,1829,2025-03-09,55,True
591,524523,3948,2025-10-05,61,True
592,524523,23,2025-12-08,60,False
593,524523,2709,2026-10-01,40,True
594,516993,3576,2026-01-01,74,True
595,522092,129,2026-07-04,61,True
596,502580,3570,2025-05-27,41,False
597,522285,1566,2023-06-17,56,True
598,522285,4226,2022-10-19,85,False
599,517184,1145,2023-09-14,49,True
600,517184,1247,2023-06-09,55,False
601,519783,3502,2023-11-30,66,True
602,505763,4614,2022-12-06,31,False
603,510211,1913,2024-11-14,40,False
604,500200,3478,2025-05-07,56,False
605,500200,2125,2026-12-25,3,True
606,509023,1230,2024-03-30,38,False
607,516328,2015,2024-03-07,35,True
608,516328,3130,2025-03-23,80,True
609,514330,4226,2022-10-14,3,True
610,508519,1328,2023-09-23,58,False
611,504385,626,2024-08-26,61,True
612,504385,617,2023-12-17,20,False
613,504385,454,2023-07-06,26,False
614,510169,4161,2022-12-23,79,False
615,506215,3094,2025-03-13,18,False
616,516079,2268,2024-04-12,32,True
617,500513,3763,2023-09-11,81,True
618,509332,1896,2022-01-13,72,True
619,509332,2892,2023-01-29,17,True
620,509332,4973,2024-04-03,52,True
621,516923,2742,2024-05-27,29,True
622,516923,3603,2024-02-04,46,False
623,517976,3040,2026-01-08,61,True
624,517976,2566,2025-04-03,25,True
625,517976,3907,2026-04-14,71,True
626,511611,982,2025-11-20,23,True
627,515790,3266,2022-11-25,68,False
628,501203,3305,2024-02-29,75,True
629,501203,2235,2024-06-19,12,False
630,501348,4317,2022-03-13,17,True
631,512245,2628,2026-04-11,69,False
632,512726,2449,2025-12-07,65,True
633,512726,3035,2027-01-08,60,False
634,515006,2277,2023-12-08,47,False
635,519911,970,2024-11-27,79,False
636,519911,2037,2024-08-25,56,True
637,519911,110,2024-06-22,47,False
638,522260,1804,2022-06-30,4,True
639,522260,1657,2025-11-10,60,True
640,500148,3573,2026-08-07,13,False
641,517809,4050,2023-10-06,78,True
642,514761,1866,2024-10-14,17,False
643,518332,3956,2026-09-13,80,True
644,518332,462,2025-03-11,45,False
645,502534,2640,2023-06-13,81,True
646,517811,4603,2026-07-23,24,True
647,517811,3145,2023-03-06,73,False
648,501123,902,2026-01-08,30,True
649,514480,3786,2026-06-02,45,True
650,514480,2615,2024-06-10,2,False
651,522816,1349,2023-10-10,56,False
652,504548,3641,2024-01-22,74,False
653,521191,587,2026-03-09,19,False
654,521191,3641,2024-02-03,25,True
655,508338,1756,2023-12-01,78,False
656,508338,3668,2022-04-01,24,True
657,505585,638,2022-05-28,36,False
658,512045,1968,2024-04-12,9,False
659,512045,887,2026-02-28,85,True
660,523286,2568,2022-04-04,19,True
661,523286,3864,2026-01-23,19,False
662,523564,2603,2025-03-13,85,True
663,514751,408,2026-08-08,19,True
664,511032,259,2026-01-18,19,True
665,511032,2283,2024-02-14,26,False
666,504535,278,2026-03-14,42,False
667,504535,879,2024-03-31,77,False
668,514333,3116,2023-07-10,61,True
669,514333,3873,2024-08-04,36,True
670,503845,3790,2023-10-07,67,True
671,503845,3877,2024-05-18,89,False
672,515547,2687,2024-08-03,88,False
673,520392,4759,2025-09-25,61,False
674,520392,4390,2025-12-16,6,False
675,519904,1361,2022-11-17,53,True
676,519904,1054,2024-05-04,18,False
677,504564,3956,2026-10-04,51,True
678,523301,3654,2025-11-27,85,True
679,524421,2756,2022-12-03,57,True
680,511375,2230,2025-10-08,2,True
681,506276,2710,2025-05-03,85,True
682,506276,474,2025-10-31,69,False
683,504060,3505,2024-06-17,7,True
684,508362,1773,2025-04-30,48,False
685,513116,1645,2025-11-24,45,False
686,513116,851,2025-01-26,87,True
687,513116,2695,2022-03-17,64,True
688,513116,3649,2023-12-01,7,False
689,519403,465,2026-07-14,33,False
690,519403,2644,2023-09-06,58,False
691,507890,260,2022-11-15,70,False
692,520312,3431,2024-03-02,37,False
693,521352,1919,2026-10-23,67,False
694,521352,2862,2022-12-23,27,True
695,505211,1909,2023-09-12,36,False
696,508966,1721,2025-08-29,70,True
697,511407,823,2023-07-22,45,False
698,507086,4623,2022-11-10,6,True
699,507511,3572,2024-04-17,40,True
700,518183,1892,2026-06-14,44,False
701,517539,3769,2026-09-23,22,False
702,511449,3710,2026-03-31,88,True
703,511449,2729,2024-06-12,74,False
704,511449,4486,2025-02-24,81,False
705,512812,3882,2023-04-30,17,True
706,510329,2624,2022-12-02,13,True
707,510329,3578,2022-04-26,31,True
708,510329,444,2023-02-16,35,False
709,523808,3104,2024-04-26,63,True
710,523808,296,2025-08-17,26,False
711,523808,2700,2023-09-13,43,False
712,518716,609,2022-10-25,55,False
713,521918,3682,2022-10-21,18,False
714,521918,2496,2026-10-21,25,True
715,501730,342,2024-01-03,42,True
716,514273,2929,2024-08-31,62,True
717,514273,1466,2024-07-14,68,True
718,521631,4497,2022-07-19,27,False
719,521631,2421,2026-02-21,13,True
720,503170,443,2024-09-14,39,True
721,503170,2231,2023-07-05,64,False
722,518917,2177,2025-06-20,21,False
723,519743,2534,2024-01-11,16,False
724,516028,2336,2025-01-28,43,True
725,516028,4825,2023-09-22,55,False
726,516028,1705,2025-08-27,31,True
727,524498,1551,2023-01-28,82,True
728,524498,380,2022-11-21,14,False
729,514360,2239,2022-12-14,64,True
730,507202,1278,2023-12-22,61,True
731,505860,2933,2023-10-12,11,True
732,505860,454,2023-06-29,66,False
733,505860,2825,2023-10-12,2,True
734,517453,4900,2025-03-28,84,True
735,519832,1085,2025-08-21,84,True
736,523870,2322,2026-01-26,69,False
737,514511,48,2022-07-10,88,True
738,506922,44,2023-12-07,4,True
739,503051,3929,2025-09-03,27,False
740,503051,1841,2024-07-29,5,False
741,503051,4882,2024-11-04,39,False
