WitnessID,CaseID,PersonID,WitnessType,StatementRecorded
72,41,509652,Expert Witness,False
73,41,512297,Eye Witness,True
74,43,519676,Expert Witness,False
75,44,517641,Eye Witness,True
76,44,504498,Eye Witness,True
77,46,522926,Circumstantial Witness,False
78,46,510305,Circumstantial Witness,False
79,46,520147,Circumstantial Witness,True
80,46,517646,Circumstantial Witness,True
81,47,507848,Expert Witness,True
82,47,508387,Expert Witness,False
83,47,500291,Circumstantial Witness,False
84,48,512126,Eye Witness,True
85,48,514106,Eye Witness,True
86,50,504273,Expert Witness,False
87,50,521493,Circumstantial Witness,False
88,50,501719,Expert Witness,False
89,51,504953,Expert Witness,True
90,51,524439,Circumstantial Witness,True
91,52,508465,Eye Witness,True
92,52,501076,Eye Witness,False
93,52,513044,Eye Witness,False
94,53,501385,Expert Witness,False
95,53,519568,Eye Witness,True
96,53,519817,Expert Witness,True
97,53,514380,Circumstantial Witness,True
98,54,508544,Expert Witness,False
99,54,500522,Circumstantial Witness,False
100,54,513681,Circumstantial Witness,False
101,54,515080,Circumstantial Witness,False
102,55,503081,Expert Witness,True
103,56,506416,Expert Witness,True
104,59,515970,Expert Witness,False
105,59,506782,Circumstantial Witness,True
106,60,524201,Expert Witness,False
107,60,513602,Eye Witness,False
108,60,518478,Eye Witness,True
109,61,524010,Eye Witness,False
110,61,513733,Circumstantial Witness,True
111,62,522795,Circumstantial Witness,True
112,62,500895,Expert Witness,False
113,63,502673,Expert Witness,True
114,63,519423,Expert Witness,False
115,63,516670,Eye Witness,False
116,63,523471,Expert Witness,False
117,65,501864,Circumstantial Witness,True
118,66,512260,Expert Witness,False
119,66,515403,Expert Witness,True
120,66,521962,Circumstantial Witness,False
121,68,521265,Circumstantial Witness,True
122,69,506441,Expert Witness,False
123,70,513032,Expert Witness,True
124,70,507602,Eye Witness,False
125,70,505686,Circumstantial Witness,False
126,70,513710,Eye Witness,False
127,71,523818,Circumstantial Witness,True
128,73,512304,Eye Witness,True
129,73,520856,Expert Witness,True
130,73,508126,Eye Witness,True
131,74,500989,Circumstantial Witness,True
132,76,504637,Circumstantial Witness,False
133,76,504927,Eye Witness,False
134,76,518271,Circumstantial Witness,False
135,76,524513,Expert Witness,True
136,77,524430,Eye Witness,True
137,77,514111,Circumstantial Witness,False
138,77,520782,Expert Witness,True
139,78,517007,Expert Witness,True
140,78,502236,Eye Witness,True
141,80,508559,Expert Witness,False
142,80,516751,Expert Witness,False
143,80,501921,Eye Witness,True
144,81,522740,Circumstantial Witness,False
145,81,507310,Circumstantial Witness,True
146,81,503467,Eye Witness,True
147,81,504783,Circumstantial Witness,False
148,83,519689,Eye Witness,False
149,83,522222,Expert Witness,False
150,84,524261,Expert Witness,True
151,84,508092,Circumstantial Witness,False
152,84,509253,Circumstantial Witness,True
153,84,521566,Eye Witness,False
154,85,511942,Eye Witness,False
155,86,524631,Circumstantial Witness,True
156,86,513660,Eye Witness,False
157,86,502224,Circumstantial Witness,True
158,87,522708,Eye Witness,False
159,87,512322,Eye Witness,True
160,88,521486,Expert Witness,False
161,88,505892,Circumstantial Witness,True
162,91,515859,Circumstantial Witness,True
163,92,513134,Expert Witness,False
164,92,505423,Expert Witness,False
165,92,521274,Expert Witness,True
166,93,506242,Circumstantial Witness,False
167,93,523391,Circumstantial Witness,False
168,94,503585,Circumstantial Witness,False
169,94,502723,Expert Witness,True
170,94,511864,Expert Witness,True
171,95,502949,Circumstantial Witness,True
172,95,521410,Circumstantial Witness,False
173,96,506922,Eye Witness,True
174,98,514452,Expert Witness,False
175,98,518039,Circumstantial Witness,True
176,98,507211,Expert Witness,True
177,99,517812,Expert Witness,False
178,99,500330,Circumstantial Witness,True
179,99,516429,Expert Witness,True
180,101,510005,Expert Witness,True
181,102,500423,Eye Witness,False
182,102,513764,Eye Witness,True
183,102,510755,Eye Witness,False
184,103,506309,Eye Witness,False
185,104,521761,Expert Witness,False
186,105,501802,Expert Witness,False
187,106,514061,Eye Witness,True
188,106,521782,Eye Witness,False
189,106,520789,Circumstantial Witness,True
190,107,517514,Eye Witness,False
191,107,520030,Expert Witness,True
192,107,510737,Eye Witness,False
193,107,509000,Circumstantial Witness,False
194,108,511913,Circumstantial Witness,True
195,108,515333,Expert Witness,True
196,108,510101,Circumstantial Witness,True
197,112,509540,Expert Witness,True
198,112,518081,Expert Witness,True
199,114,520547,Eye Witness,True
200,114,518157,Expert Witness,False
201,116,508975,Expert Witness,True
202,116,517686,Expert Witness,False
203,117,502191,Circumstantial Witness,True
204,117,504250,Eye Witness,False
205,117,504831,Circumstantial Witness,True
206,118,514149,Eye Witness,False
207,118,515198,Eye Witness,False
208,119,513366,Expert Witness,False
209,120,505392,Circumstantial Witness,True
210,121,502743,Circumstantial Witness,True
211,121,517178,Eye Witness,True
212,121,512224,Eye Witness,False
213,122,506262,Eye Witness,True
214,122,520812,Circumstantial Witness,False
215,122,515557,Circumstantial Witness,False
216,123,512184,Circumstantial Witness,True
217,123,511682,Eye Witness,True
218,124,507933,Eye Witness,True
219,124,513800,Eye Witness,True
220,124,506971,Expert Witness,False
221,124,524575,Circumstantial Witness,False
222,125,510623,Expert Witness,False
223,125,504321,Circumstantial Witness,False
224,125,520367,Expert Witness,False
225,125,513899,Eye Witness,True
226,126,515447,Eye Witness,False
227,126,515975,Eye Witness,True
228,126,509000,Expert Witness,True
229,127,511123,Expert Witness,True
230,127,508367,Circumstantial Witness,True
231,127,509911,Circumstantial Witness,False
232,128,515927,Circumstantial Witness,True
233,128,516237,Expert Witness,True
234,128,502875,Eye Witness,False
235,129,511475,Circumstantial Witness,True
236,133,501441,Expert Witness,False
237,133,519964,Eye Witness,False
238,134,516796,Expert Witness,False
239,134,513202,Expert Witness,True
240,134,509022,Eye Witness,False
241,134,505183,Circumstantial Witness,False
242,135,516198,Circumstantial Witness,False
243,135,506240,Circumstantial Witness,True
244,135,520480,Eye Witness,True
245,137,504498,Expert Witness,True
246,138,514179,Circumstantial Witness,False
247,138,500587,Circumstantial Witness,True
248,138,503954,Expert Witness,False
249,138,504574,Expert Witness,True
250,139,502364,Eye Witness,True
251,139,524284,Eye Witness,True
252,139,517650,Circumstantial Witness,True
253,140,508694,Circumstantial Witness,True
254,142,517488,Eye Witness,False
255,142,519763,Circumstantial Witness,False
256,142,523792,Eye Witness,True
257,142,503943,Expert Witness,False
258,143,523721,Circumstantial Witness,False
259,147,512950,Eye Witness,True
260,148,511738,Eye Witness,False
261,148,504013,Circumstantial Witness,False
262,149,510550,Expert Witness,True
263,149,504297,Expert Witness,True
264,149,519074,Expert Witness,False
265,149,508405,Eye Witness,True
266,150,503798,Expert Witness,False
267,150,522659,Eye Witness,False
268,150,510456,Eye Witness,True
269,150,513101,Eye Witness,True
270,151,523210,Expert Witness,True
271,152,501723,Expert Witness,True
272,152,523572,Expert Witness,True
273,153,500697,Circumstantial Witness,False
274,153,511236,Circumstantial Witness,False
275,153,524410,Eye Witness,False
276,153,516810,Expert Witness,True
277,154,523928,Circumstantial Witness,False
278,154,524245,Eye Witness,True
279,155,516938,Circumstantial Witness,False
280,156,524174,Expert Witness,False
281,156,510092,Circumstantial Witness,True
282,156,516368,Eye Witness,False
283,157,511042,Eye Witness,True
284,157,523708,Eye Witness,True
285,158,511761,Eye Witness,True
286,159,500154,Eye Witness,True
287,159,504773,Circumstantial Witness,True
288,162,512002,Circumstantial Witness,True
289,162,518414,Eye Witness,False
290,162,522155,Circumstantial Witness,False
291,162,503404,Eye Witness,False
292,163,517219,Expert Witness,True
293,164,504025,Circumstantial Witness,False
294,164,523976,Circumstantial Witness,True
295,164,515756,Expert Witness,False
296,164,517417,Eye Witness,True
297,165,507804,Eye Witness,False
298,165,514396,Eye Witness,True
299,165,511130,Circumstantial Witness,False
300,166,504437,Eye Witness,False
301,166,518060,Circumstantial Witness,False
302,166,509530,Eye Witness,False
303,166,507089,Expert Witness,True
304,167,520753,Eye Witness,True
305,167,504122,Circumstantial Witness,True
306,167,524494,Eye Witness,False
307,168,507323,Circumstantial Witness,True
308,168,519201,Circumstantial Witness,True
309,168,520151,Circumstantial Witness,True
310,169,502759,Expert Witness,True
311,170,504834,Circumstantial Witness,True
312,170,519720,Expert Witness,False
313,170,509635,Circumstantial Witness,True
314,171,507886,Expert Witness,False
315,171,501196,Expert Witness,True
316,172,516276,Eye Witness,False
317,172,518810,Circumstantial Witness,True
318,174,519249,Circumstantial Witness,True
319,174,508893,Circumstantial Witness,False
320,175,513524,Expert Witness,True
321,175,511796,Circumstantial Witness,True
322,175,502711,Eye Witness,False
323,175,524846,Circumstantial Witness,True
324,176,507725,Circumstantial Witness,True
325,176,503405,Circumstantial Witness,True
326,176,506464,Circumstantial Witness,True
327,176,501568,Expert Witness,False
328,177,507521,Expert Witness,True
329,177,504646,Expert Witness,True
330,177,517552,Circumstantial Witness,False
331,178,512232,Eye Witness,False
332,178,503376,Circumstantial Witness,False
333,178,519001,Eye Witness,False
334,179,522786,Eye Witness,False
335,179,522482,Expert Witness,True
336,179,506542,Expert Witness,True
337,181,513151,Circumstantial Witness,False
338,182,514906,Expert Witness,True
339,182,516938,Eye Witness,False
340,183,515216,Expert Witness,True
341,183,516429,Circumstantial Witness,True
342,183,505729,Circumstantial Witness,True
343,185,517775,Circumstantial Witness,True
344,185,512879,Circumstantial Witness,False
345,185,518463,Eye Witness,True
346,185,500268,Circumstantial Witness,True
347,186,512851,Expert Witness,True
348,186,520760,Expert Witness,False
349,186,522374,Eye Witness,False
350,187,506295,Circumstantial Witness,False
351,187,523481,Circumstantial Witness,False
352,187,519796,Expert Witness,True
353,189,520124,Circumstantial Witness,True
354,190,502772,Expert Witness,False
355,190,502676,Expert Witness,True
356,190,518378,Circumstantial Witness,True
357,190,518360,Expert Witness,True
358,191,508576,Expert Witness,True
359,191,514361,Circumstantial Witness,True
360,191,520853,Circumstantial Witness,False
361,191,504513,Eye Witness,True
362,192,513783,Expert Witness,True
363,193,503274,Circumstantial Witness,True
364,193,516961,Eye Witness,True
365,194,519344,Circumstantial Witness,True
366,194,503428,Circumstantial Witness,False
367,195,519339,Expert Witness,True
368,195,501899,Expert Witness,True
369,195,519714,Circumstantial Witness,False
370,195,504710,Eye Witness,False
371,196,516061,Eye Witness,False
372,196,512420,Circumstantial Witness,True
373,198,500418,Eye Witness,True
374,198,521933,Circumstantial Witness,True
375,198,509349,Eye Witness,True
376,199,503630,Circumstantial Witness,False
377,199,506843,Expert Witness,False
378,199,500486,Expert Witness,False
379,200,507327,Eye Witness,False
380,202,516280,Circumstantial Witness,False
381,202,520895,Expert Witness,False
382,202,508247,Eye Witness,True
383,202,519298,Circumstantial Witness,True
384,203,513054,Expert Witness,True
385,203,511474,Expert Witness,True
386,203,516290,Circumstantial Witness,True
387,204,521290,Expert Witness,False
388,205,504109,Expert Witness,True
389,205,502040,Expert Witness,False
390,206,501895,Expert Witness,True
391,206,510176,Eye Witness,True
392,206,507804,Eye Witness,True
393,206,518154,Eye Witness,True
394,207,512661,Eye Witness,True
395,207,505507,Expert Witness,False
396,208,508890,Circumstantial Witness,False
397,208,518213,Eye Witness,True
398,208,516115,Expert Witness,False
399,210,502464,Expert Witness,False
400,210,520884,Circumstantial Witness,False
401,210,520367,Eye Witness,True
402,210,509737,Circumstantial Witness,True
403,211,523266,Eye Witness,True
404,211,511613,Circumstantial Witness,False
405,212,519640,Expert Witness,False
406,212,521369,Expert Witness,True
407,212,511686,Expert Witness,False
408,213,514075,Eye Witness,False
409,213,510767,Circumstantial Witness,True
410,213,505536,Expert Witness,True
411,214,517500,Expert Witness,False
412,214,524511,Circumstantial Witness,False
413,214,502839,Circumstantial Witness,False
414,215,523959,Expert Witness,True
415,215,509033,Eye Witness,False
416,215,505934,Circumstantial Witness,False
417,215,521181,Circumstantial Witness,True
418,216,506760,Circumstantial Witness,True
419,216,510560,Expert Witness,True
420,217,516777,Circumstantial Witness,True
421,217,516824,Expert Witness,False
422,218,521024,Circumstantial Witness,False
423,220,506646,Expert Witness,False
424,220,504649,Expert Witness,False
425,220,523933,Expert Witness,False
426,221,517131,Expert Witness,True
427,221,505658,Expert Witness,True
428,221,521755,Expert Witness,True
429,222,508834,Expert Witness,True
430,222,505139,Circumstantial Witness,True
431,222,512929,Eye Witness,True
432,224,509365,Eye Witness,False
433,224,505454,Expert Witness,False
434,225,506334,Circumstantial Witness,True
435,225,500146,Expert Witness,False
436,225,510907,Expert Witness,False
437,226,508542,Expert Witness,True
438,226,502261,Eye Witness,True
439,226,521376,Circumstantial Witness,False
440,226,500315,Expert Witness,False
441,227,516934,Circumstantial Witness,True
442,227,500047,Expert Witness,True
443,230,515700,Circumstantial Witness,True
444,230,520636,Eye Witness,False
445,230,502945,Circumstantial Witness,True
446,230,509574,Circumstantial Witness,False
447,231,503418,Circumstantial Witness,False
448,231,515118,Circumstantial Witness,True
449,232,511917,Eye Witness,True
450,232,520852,Expert Witness,False
451,232,507913,Eye Witness,False
452,232,501163,Expert Witness,False
453,233,510998,Circumstantial Witness,True
454,233,516955,Expert Witness,True
455,233,512967,Expert Witness,True
456,233,514643,Expert Witness,False
457,234,512883,Expert Witness,True
458,234,522580,Expert Witness,True
459,235,511861,Eye Witness,False
460,235,508345,Circumstantial Witness,False
461,235,500372,Circumstantial Witness,False
462,236,519498,Expert Witness,False
463,237,507707,Eye Witness,False
464,237,516738,Circumstantial Witness,True
465,237,510557,Circumstantial Witness,True
466,237,504974,Expert Witness,True
467,238,501831,Expert Witness,True
468,238,523683,Circumstantial Witness,True
469,238,511561,Circumstantial Witness,True
470,238,505617,Circumstantial Witness,False
471,241,508101,Circumstantial Witness,False
472,242,509755,Expert Witness,False
473,242,521480,Expert Witness,False
474,242,510543,Expert Witness,True
475,243,505086,Eye Witness,True
476,243,502692,Circumstantial Witness,False
477,243,514367,Expert Witness,False
478,244,510063,Expert Witness,True
479,244,502716,Eye Witness,True
480,244,505066,Eye Witness,True
481,244,503625,Circumstantial Witness,False
482,245,517849,Circumstantial Witness,True
483,245,513135,Eye Witness,True
484,245,524232,Eye Witness,True
485,245,519183,Eye Witness,False
486,246,519181,Eye Witness,False
487,247,522746,Expert Witness,False
488,247,515038,Circumstantial Witness,True
489,247,500032,Expert Witness,True
490,248,509846,Expert Witness,False
491,249,509246,Expert Witness,False
492,251,517016,Eye Witness,False
493,251,501817,Eye Witness,False
494,251,521563,Eye Witness,False
495,251,511708,Circumstantial Witness,True
496,252,516021,Expert Witness,False
497,253,508684,Eye Witness,True
498,253,506117,Circumstantial Witness,False
499,254,502454,Expert Witness,False
500,254,524584,Expert Witness,False
501,255,506585,Expert Witness,True
502,255,517330,Circumstantial Witness,True
503,255,514964,Expert Witness,True
504,256,516765,Circumstantial Witness,True
505,257,512758,Circumstantial Witness,False
506,257,506919,Eye Witness,True
507,257,511825,Expert Witness,False
508,257,523599,Expert Witness,True
509,258,522778,Expert Witness,True
510,258,507178,Circumstantial Witness,True
511,258,518463,Circumstantial Witness,True
512,258,520742,Expert Witness,True
513,259,510844,Expert Witness,False
514,259,509546,Eye Witness,True
515,260,514465,Eye Witness,False
516,260,520858,Eye Witness,True
517,261,518473,Eye Witness,True
518,261,504068,Circumstantial Witness,False
519,263,512272,Eye Witness,True
520,263,516457,Expert Witness,True
521,264,523215,Expert Witness,False
522,264,508931,Expert Witness,True
523,264,515634,Expert Witness,False
524,264,503342,Eye Witness,False
525,266,516241,Eye Witness,False
526,266,510683,Circumstantial Witness,False
527,266,518313,Eye Witness,False
528,267,502119,Expert Witness,False
529,268,515622,Eye Witness,False
530,269,511018,Circumstantial Witness,False
531,269,500945,Circumstantial Witness,True
532,271,524031,Expert Witness,True
533,271,524859,Expert Witness,True
534,272,515604,Circumstantial Witness,True
535,273,518788,Expert Witness,False
536,273,515528,Eye Witness,True
537,274,506104,Circumstantial Witness,False
538,275,524691,Eye Witness,False
539,276,522584,Expert Witness,False
540,276,511436,Eye Witness,False
541,276,504523,Eye Witness,True
542,277,508832,Eye Witness,False
543,280,513147,Eye Witness,True
544,281,523855,Expert Witness,True
545,281,506452,Expert Witness,True
546,282,521138,Circumstantial Witness,False
547,282,515843,Eye Witness,False
548,283,518589,Circumstantial Witness,False
549,283,506871,Expert Witness,True
550,284,510719,Circumstantial Witness,False
551,285,501695,Expert Witness,False
552,285,519846,Expert Witness,True
553,285,501013,Circumstantial Witness,False
554,286,523285,Circumstantial Witness,True
555,286,505189,Eye Witness,True
556,287,503564,Circumstantial Witness,True
557,287,500005,Circumstantial Witness,True
558,287,515115,Eye Witness,False
559,287,517723,Eye Witness,False
560,289,516587,Eye Witness,False
561,289,512788,Circumstantial Witness,True
562,289,503658,Circumstantial Witness,True
563,290,524483,Circumstantial Witness,True
564,290,522349,Circumstantial Witness,False
565,290,515218,Circumstantial Witness,True
566,291,518649,Expert Witness,True
567,292,515282,Expert Witness,False
568,292,504486,Expert Witness,True
569,292,508301,Expert Witness,False
570,292,523331,Eye Witness,True
571,294,522114,Eye Witness,False
572,295,507618,Circumstantial Witness,False
573,295,519375,Expert Witness,False
574,296,515319,Circumstantial Witness,True
575,296,500090,Circumstantial Witness,True
576,296,500627,Circumstantial Witness,True
577,297,518999,Eye Witness,True
578,298,518462,Eye Witness,True
579,298,522589,Eye Witness,True
580,298,501834,Expert Witness,False
581,299,507685,Circumstantial Witness,True
582,299,520750,Expert Witness,True
583,299,501566,Expert Witness,False
584,299,517533,Eye Witness,False
585,300,513050,Eye Witness,False
586,300,522574,Eye Witness,False
587,301,522638,Circumstantial Witness,False
588,302,519995,Eye Witness,True
589,302,500814,Eye Witness,False
590,302,505359,Eye Witness,False
591,302,521802,Expert Witness,False
592,303,522853,Eye Witness,True
593,303,507210,Circumstantial Witness,False
594,303,522052,Eye Witness,True
595,303,500976,Expert Witness,True
596,306,520343,Circumstantial Witness,False
597,307,516254,Circumstantial Witness,True
598,307,515223,Circumstantial Witness,True
599,307,504406,Eye Witness,False
600,307,522141,Eye Witness,False
601,309,523635,Circumstantial Witness,True
602,310,510867,Circumstantial Witness,False
603,310,508345,Expert Witness,False
604,310,502948,Expert Witness,True
605,311,515858,Eye Witness,False
606,311,511992,Circumstantial Witness,True
607,311,502444,Circumstantial Witness,False
608,312,513769,Expert Witness,True
609,313,513176,Circumstantial Witness,False
610,313,522572,Eye Witness,False
611,313,506231,Expert Witness,True
612,317,501237,Expert Witness,True
613,318,510017,Circumstantial Witness,False
614,318,514130,Circumstantial Witness,True
615,318,524138,Expert Witness,True
616,319,521976,Expert Witness,False
617,320,520281,Eye Witness,True
618,321,522764,Eye Witness,False
619,321,511413,Expert Witness,True
620,321,514903,Eye Witness,True
621,321,517679,Expert Witness,False
622,322,523675,Circumstantial Witness,False
623,322,522338,Expert Witness,False
624,322,513612,Circumstantial Witness,False
625,325,500625,Eye Witness,True
626,326,505360,Eye Witness,False
627,327,502337,Eye Witness,False
628,327,507849,Eye Witness,False
629,327,514145,Circumstantial Witness,True
630,329,518929,Eye Witness,True
631,329,500540,Circumstantial Witness,True
632,329,500705,Expert Witness,True
633,329,513060,Circumstantial Witness,False
634,330,518069,Expert Witness,False
635,330,521950,Circumstantial Witness,True
636,330,503285,Circumstantial Witness,False
637,330,518139,Circumstantial Witness,True
638,331,514804,Expert Witness,True
639,331,506791,Expert Witness,True
640,331,519683,Eye Witness,False
641,331,501857,Circumstantial Witness,False
642,332,505258,Circumstantial Witness,True
643,333,507081,Expert Witness,False
644,333,509552,Circumstantial Witness,True
645,333,502628,Expert Witness,True
646,335,510780,Expert Witness,True
647,335,501807,Eye Witness,False
648,335,524225,Circumstantial Witness,False
649,335,510185,Circumstantial Witness,True
650,336,519781,Circumstantial Witness,True
651,336,523273,Circumstantial Witness,False
652,336,506258,Expert Witness,True
653,337,517899,Circumstantial Witness,True
654,337,522527,Expert Witness,True
655,337,512916,Circumstantial Witness,False
656,337,520776,Circumstantial Witness,False
657,338,507813,Expert Witness,True
658,338,523120,Expert Witness,True
659,338,522199,Eye Witness,False
660,339,516093,Expert Witness,True
661,339,516810,Circumstantial Witness,False
662,339,505377,Expert Witness,False
663,339,521762,Circumstantial Witness,False
664,340,508682,Circumstantial Witness,True
665,340,509539,Eye Witness,False
666,341,500279,Expert Witness,False
667,341,513870,Eye Witness,True
668,341,508599,Circumstantial Witness,True
669,342,501694,Circumstantial Witness,False
670,342,512077,Circumstantial Witness,True
671,342,521240,Expert Witness,False
672,343,523494,Circumstantial Witness,False
673,344,503577,Expert Witness,False
674,345,523289,Eye Witness,False
675,346,518476,Expert Witness,False
676,346,510989,Eye Witness,True
677,346,508934,Eye Witness,False
678,348,505977,Eye Witness,True
679,348,501162,Eye Witness,False
680,348,502654,Circumstantial Witness,False
681,349,514197,Eye Witness,True
682,350,505080,Expert Witness,False
683,351,504160,Eye Witness,False
684,351,518939,Circumstantial Witness,False
685,351,522490,Expert Witness,False
686,351,519322,Eye Witness,False
687,352,506749,Circumstantial Witness,False
688,352,504057,Circumstantial Witness,False
689,352,510627,Circumstantial Witness,False
690,353,511669,Circumstantial Witness,True
691,353,513312,Eye Witness,False
692,354,521175,Circumstantial Witness,False
693,354,524286,Circumstantial Witness,True
694,354,524947,Eye Witness,True
695,354,514630,Expert Witness,False
696,355,505408,Expert Witness,True
697,356,502329,Expert Witness,False
698,356,522064,Eye Witness,True
699,356,500808,Expert Witness,True
700,356,521710,Expert Witness,False
701,357,500596,Expert Witness,True
702,357,521693,Circumstantial Witness,True
703,357,522011,Expert Witness,False
704,359,509636,Eye Witness,True
705,359,504887,Expert Witness,False
706,359,523963,Eye Witness,False
707,359,515170,Circumstantial Witness,True
708,360,512214,Expert Witness,False
709,362,500873,Circumstantial Witness,False
710,362,523547,Eye Witness,True
711,362,523735,Expert Witness,True
712,363,500473,Eye Witness,True
713,364,510057,Eye Witness,True
714,364,523775,Eye Witness,True
715,365,502244,Expert Witness,False
716,366,519230,Expert Witness,True
717,367,512296,Circumstantial Witness,True
718,367,501111,Eye Witness,False
719,368,522596,Circumstantial Witness,False
720,368,500666,Eye Witness,True
721,369,514015,Eye Witness,True
722,370,523942,Circumstantial Witness,True
723,372,518238,Circumstantial Witness,True
724,374,518000,Circumstantial Witness,False
725,375,519342,Eye Witness,False
726,375,520556,Expert Witness,True
727,375,517086,Eye Witness,False
728,375,501555,Expert Witness,True
729,376,516857,Circumstantial Witness,False
730,376,504083,Expert Witness,False
731,376,520509,Circumstantial Witness,False
732,377,521424,Expert Witness,True
733,377,502613,Expert Witness,False
734,377,518298,Expert Witness,True
735,377,523772,Circumstantial Witness,True
736,379,514492,Circumstantial Witness,True
737,379,521699,Expert Witness,True
738,379,519865,Circumstantial Witness,False
739,379,524610,Circumstantial Witness,True
740,380,516878,Expert Witness,True
741,380,501468,Eye Witness,False
742,380,524947,Circumstantial Witness,True
743,380,522233,Expert Witness,False
744,381,516038,Eye Witness,False
745,382,515163,Eye Witness,False
746,383,507247,Circumstantial Witness,False
747,383,512917,Expert Witness,True
748,383,523511,Circumstantial Witness,True
749,384,507482,Expert Witness,False
750,384,524610,Circumstantial Witness,False
751,384,518824,Circumstantial Witness,True
752,384,512474,Expert Witness,True
753,385,510987,Eye Witness,True
754,385,520459,Eye Witness,True
755,386,504903,Circumstantial Witness,False
756,386,510405,Expert Witness,False
757,386,509960,Circumstantial Witness,True
758,386,513983,Eye Witness,False
759,387,506435,Eye Witness,False
760,387,505940,Eye Witness,True
761,388,518725,Eye Witness,False
762,389,501351,Eye Witness,True
763,389,503118,Circumstantial Witness,True
764,389,505452,Eye Witness,False
765,389,521676,Circumstantial Witness,True
766,390,504624,Eye Witness,False
767,390,500294,Expert Witness,True
768,393,517186,Circumstantial Witness,True
769,393,511306,Eye Witness,False
770,393,507427,Circumstantial Witness,True
771,394,513613,Circumstantial Witness,True
772,394,503419,Expert Witness,True
773,394,505154,Eye Witness,False
774,395,515032,Expert Witness,False
775,395,501709,Circumstantial Witness,False
776,395,521993,Circumstantial Witness,False
777,396,522850,Eye Witness,False
778,396,502217,Expert Witness,True
779,396,504187,Circumstantial Witness,True
780,396,513089,Eye Witness,False
781,397,507342,Eye Witness,True
782,397,514208,Eye Witness,True
783,397,500405,Eye Witness,True
784,398,512760,Circumstantial Witness,True
785,398,516924,Eye Witness,False
786,399,505411,Circumstantial Witness,True
787,400,522906,Eye Witness,True
788,405,502463,Expert Witness,False
789,405,512305,Expert Witness,True
790,405,502103,Expert Witness,False
791,406,516762,Expert Witness,False
792,408,516925,Expert Witness,False
793,408,524515,Eye Witness,True
794,408,523425,Expert Witness,False
795,410,510259,Eye Witness,False
796,410,522548,Circumstantial Witness,True
797,410,514141,Eye Witness,True
798,410,514715,Expert Witness,True
799,413,510753,Expert Witness,True
800,413,500978,Eye Witness,True
801,413,514222,Circumstantial Witness,False
802,414,504728,Circumstantial Witness,False
803,414,512008,Expert Witness,True
804,416,507672,Eye Witness,False
805,416,519167,Circumstantial Witness,True
806,416,513639,Expert Witness,True
807,417,513243,Circumstantial Witness,False
808,418,517715,Circumstantial Witness,False
809,418,511254,Expert Witness,False
810,418,522958,Circumstantial Witness,True
811,419,518908,Circumstantial Witness,True
812,419,508783,Eye Witness,True
813,421,517638,Expert Witness,False
814,423,513406,Circumstantial Witness,False
815,423,519692,Eye Witness,True
816,423,510915,Expert Witness,True
817,423,511384,Eye Witness,False
